# TEXT/SIMPLE
0.5 0.51 3.536073772357007e-05
0.51 0.52 3.768494750566086e-05
0.52 0.53 4.004081385964747e-05
0.53 0.54 3.509311013661624e-05
0.54 0.55 3.089179319830546e-05
0.55 0.56 3.3016675777436875e-05
0.56 0.57 3.519024722454436e-05
0.57 0.58 3.7410025654398544e-05
0.58 0.59 3.966019512154472e-05
0.59 0.6 4.1950901875386767e-05
0.6 0.61 4.429509777776421e-05
0.61 0.62 4.667684428505852e-05
0.62 0.63 4.909424494866467e-05
0.63 0.64 5.154553029790521e-05
0.64 0.65 5.402904642572261e-05
0.65 0.66 5.6543210671002437e-05
0.66 0.67 5.908659343482432e-05
0.67 0.68 6.16578063488627e-05
0.68 0.69 6.42555933208585e-05
0.69 0.7 6.687876407753039e-05
0.7 0.71 6.952375418395481e-05
0.71 0.72 7.219184968270104e-05
0.72 0.73 7.296402805161465e-05
0.73 0.74 7.371736467148516e-05
0.74 0.75 7.641370672853689e-05
0.75 0.76 7.913344079100434e-05
0.76 0.77 8.187570895391e-05
0.77 0.78 8.463971981860799e-05
0.78 0.79 8.742473036275343e-05
0.79 0.8 9.02261737529776e-05
0.8 0.81 9.304711133763317e-05
0.81 0.82 9.589106980869425e-05
0.82 0.83 9.8753480843153e-05
0.83 0.84 0.00010163383910271488
0.84 0.85 0.0001045316313378922
0.85 0.86 0.0001071117156624632
0.86 0.87 0.00010969684977620898
0.87 0.88 0.00011075824212200388
0.88 0.89 0.00011181061965030135
0.89 0.9 0.00011476984801797032
0.9 0.91 0.00011774612839407759
0.91 0.92 0.00012073904428981331
0.92 0.93 0.0001237482267371203
0.93 0.94 0.0001267726938194136
0.94 0.95 0.00012981273706230408
0.95 0.96 0.00013286873923835503
0.96 0.97 0.0001359397447736
0.97 0.98 0.0001390254772411088
0.98 0.99 0.00014212569771148418
0.99 1.0 0.00014524015121229495
1.0 1.01 0.00014836861857325337
1.01 1.02 0.00015151089477576885
1.02 1.03 0.00015465108833678736
1.03 1.04 0.0001578042702715618
1.04 1.05 0.00016098661868757693
1.05 1.06 0.00016418204662639146
1.06 1.07 0.00016739040363305627
1.07 1.08 0.00017057500606542205
1.08 1.09 0.0001737715099183174
1.09 1.1 0.000177017696991313
1.1 1.11 0.00018027628794873803
1.11 1.12 0.00018354718634518144
1.12 1.13 0.00018683027290808995
1.13 1.14 0.00019012544241174184
1.14 1.15 0.00019343261675448708
1.15 1.16 0.00019675167703416644
1.16 1.17 0.00020008257034514806
1.17 1.18 0.00020342518654386163
1.18 1.19 0.00020677946699828226
1.19 1.2 0.000210145334754623
1.2 1.21 0.00021352272135040877
1.21 1.22 0.00021691158104028034
1.22 1.23 0.00022031183125941267
1.23 1.24 0.00022372342502816904
1.24 1.25 0.000227146321516122
1.25 1.26 0.0002305804387938524
1.26 1.27 0.00023402576046273023
1.27 1.28 0.00023748221141585446
1.28 1.29 0.00024094978226543883
1.29 1.3 0.00024442841833183856
1.3 1.31 0.0002479180655579574
1.31 1.32 0.00025056212987011116
1.32 1.33 0.00025321114951328645
1.33 1.34 0.0002567399188854056
1.34 1.35 0.0002602796404521089
1.35 1.36 0.000263830296031921
1.36 1.37 0.0002673918304035222
1.37 1.38 0.00027096423795049704
1.38 1.39 0.00027454747443023017
1.39 1.4 0.0002781415273057549
1.4 1.41 0.00028174634298279655
1.41 1.42 0.00028536189871854157
1.42 1.43 0.0002889881849066664
1.43 1.44 0.0002926251670481352
1.44 1.45 0.0002962728224756961
1.45 1.46 0.00029993112099477114
1.46 1.47 0.00030360004371671423
1.47 1.48 0.00030727958319948944
1.48 1.49 0.0003109696831940435
1.49 1.5 0.00031467037803199353
1.5 1.51 0.000318381591435762
1.51 1.52 0.0003221033587139881
1.52 1.53 0.00032583560145553995
1.53 1.54 0.0003295783755053616
1.54 1.55 0.00033333159929091905
1.55 1.56 0.00033709528418684564
1.56 1.57 0.000340794817892164
1.57 1.58 0.00034450421202490217
1.58 1.59 0.00034829969668203356
1.59 1.6 0.00035210559286151175
1.6 1.61 0.00035592186605843453
1.61 1.62 0.0003597485117087586
1.62 1.63 0.00036358548699297696
1.63 1.64 0.00036743282543701394
1.64 1.65 0.00037129047535152526
1.65 1.66 0.0003751584382028344
1.66 1.67 0.0003790366988787179
1.67 1.68 0.0003829252488796018
1.68 1.69 0.00038682406193944795
1.69 1.7 0.0003907331423192708
1.7 1.71 0.0003946524513023331
1.71 1.72 0.0003985820054943142
1.72 1.73 0.0004025217777484267
1.73 1.74 0.00040647177168597705
1.74 1.75 0.00041043194548625125
1.75 1.76 0.000414402287749358
1.76 1.77 0.000418382818682794
1.77 1.78 0.0004223735118457854
1.78 1.79 0.0004263743453378109
1.79 1.8 0.00043038532878719266
1.8 1.81 0.00043440642302385594
1.81 1.82 0.0004384376200338296
1.82 1.83 0.00044247891651843916
1.83 1.84 0.00044653028606430364
1.84 1.85 0.0004496207783719727
1.85 1.86 0.0004527174251675107
1.86 1.87 0.00045680460486073013
1.87 1.88 0.00046090190364570026
1.88 1.89 0.00046500925339841744
1.89 1.9 0.00046912661739280484
1.9 1.91 0.0004732540505613304
1.91 1.92 0.00047739152452377654
1.92 1.93 0.0004815389840509202
1.93 1.94 0.0004856964366204354
1.94 1.95 0.0004898638938781759
1.95 1.96 0.0004940412794995518
1.96 1.97 0.0004982286733253543
1.97 1.98 0.0005024259741427463
1.98 1.99 0.0005066332384091501
1.99 2.0 0.0005108504010923012
2.0 2.01 0.0005150774624635829
2.01 2.02 0.0005193144261924547
2.02 2.03 0.0005235612669412914
