#TEXT/SIMPLE
# elo ehi spectrum
1.740000000000 1.750000000000 2.8937128322898e-07
1.750000000000 1.760000000000 2.8706229707530e-07
1.760000000000 1.770000000000 2.8478020372463e-07
1.770000000000 1.780000000000 2.8252574498589e-07
1.780000000000 1.790000000000 2.8029968241667e-07
1.790000000000 1.800000000000 2.7810287867749e-07
1.800000000000 1.810000000000 2.7593611631292e-07
1.810000000000 1.820000000000 2.7380030024368e-07
1.820000000000 1.830000000000 2.7169635924795e-07
1.830000000000 1.840000000000 2.6962525050266e-07
1.840000000000 1.850000000000 2.6525456448803e-07
1.850000000000 1.860000000000 2.6103204678840e-07
1.860000000000 1.870000000000 2.5905570088381e-07
1.870000000000 1.880000000000 2.5710722961533e-07
1.880000000000 1.890000000000 2.5518736985936e-07
1.890000000000 1.900000000000 2.5329689309146e-07
1.900000000000 1.910000000000 2.5143661086341e-07
1.910000000000 1.920000000000 2.4960737377506e-07
1.920000000000 1.930000000000 2.4781008104085e-07
1.930000000000 1.940000000000 2.4604561919316e-07
1.940000000000 1.950000000000 2.4431493400968e-07
1.950000000000 1.960000000000 2.4261902907177e-07
1.960000000000 1.970000000000 2.4095889239676e-07
1.970000000000 1.980000000000 2.3933555314496e-07
1.980000000000 1.990000000000 2.3775012192534e-07
1.990000000000 2.0 2.3620367809902e-07
2.0 2.010000000000 2.3469732953850e-07
2.010000000000 2.020000000000 2.3323227022812e-07
2.020000000000 2.030000000000 2.3180966280686e-07
2.030000000000 2.040000000000 2.3043072161274e-07
2.040000000000 2.050000000000 2.2909666111605e-07
2.050000000000 2.060000000000 2.2780872183553e-07
2.060000000000 2.070000000000 2.2656818324469e-07
2.070000000000 2.080000000000 2.2537631887332e-07
2.080000000000 2.090000000000 2.2423442476048e-07
2.090000000000 2.100000000000 2.2314381344962e-07
2.100000000000 2.110000000000 2.2210577113807e-07
2.110000000000 2.120000000000 2.2112166162400e-07
2.120000000000 2.130000000000 2.2019275810198e-07
2.130000000000 2.140000000000 2.1932044169928e-07
2.140000000000 2.150000000000 2.1850596917278e-07
2.150000000000 2.160000000000 2.1775072826154e-07
2.160000000000 2.170000000000 2.1705600679449e-07
2.170000000000 2.180000000000 2.1642309746547e-07
2.180000000000 2.190000000000 2.1585331974676e-07
2.190000000000 2.200000000000 2.1534793914098e-07
2.200000000000 2.210000000000 2.1490823951130e-07
2.210000000000 2.220000000000 2.1453546639282e-07
2.220000000000 2.230000000000 2.1423080086028e-07
2.230000000000 2.240000000000 2.1399554092209e-07
2.240000000000 2.250000000000 2.1383075435682e-07
2.250000000000 2.260000000000 2.1373769380160e-07
2.260000000000 2.270000000000 2.1371739371769e-07
2.270000000000 2.280000000000 2.1377097910228e-07
2.280000000000 2.290000000000 2.1389955150781e-07
2.290000000000 2.300000000000 2.1410409185484e-07
2.300000000000 2.310000000000 2.1438555239247e-07
2.310000000000 2.320000000000 2.1474492823681e-07
2.320000000000 2.330000000000 2.1518309711868e-07
2.330000000000 2.340000000000 2.1570093080987e-07
2.340000000000 2.350000000000 2.1629924110625e-07
2.350000000000 2.360000000000 2.1697880087348e-07
2.360000000000 2.370000000000 2.1774033151422e-07
2.370000000000 2.380000000000 2.1858451828800e-07
2.380000000000 2.390000000000 2.1951202140906e-07
2.390000000000 2.400000000000 2.2052339495447e-07
2.400000000000 2.410000000000 2.2161915839977e-07
2.410000000000 2.420000000000 2.2279978516824e-07
2.420000000000 2.430000000000 2.2406582263639e-07
2.430000000000 2.440000000000 2.2541754502095e-07
2.440000000000 2.450000000000 2.2685532326970e-07
2.450000000000 2.460000000000 2.2837944969361e-07
2.460000000000 2.470000000000 2.2999008786983e-07
2.470000000000 2.480000000000 2.2331836536703e-07
2.480000000000 2.490000000000 2.1709289054418e-07
2.490000000000 2.500000000000 2.1843994289447e-07
2.500000000000 2.510000000000 2.1986604930443e-07
2.510000000000 2.520000000000 2.2137154039259e-07
2.520000000000 2.530000000000 2.2295653947495e-07
2.530000000000 2.540000000000 2.2462113761773e-07
2.540000000000 2.550000000000 2.2636540976538e-07
2.550000000000 2.560000000000 2.2818949403903e-07
2.560000000000 2.570000000000 2.3009330716118e-07
2.570000000000 2.580000000000 2.3207685180131e-07
2.580000000000 2.590000000000 2.3413991105226e-07
2.590000000000 2.600000000000 2.3628254216875e-07
2.600000000000 2.610000000000 2.3850444078674e-07
2.610000000000 2.620000000000 2.4080537887110e-07
2.620000000000 2.630000000000 2.4318526318337e-07
2.630000000000 2.640000000000 2.4564360250813e-07
2.640000000000 2.650000000000 2.4818020948634e-07
2.650000000000 2.660000000000 2.5079468715830e-07
2.660000000000 2.670000000000 2.5348651769840e-07
2.670000000000 2.680000000000 2.5625533770883e-07
2.680000000000 2.690000000000 2.5910061370545e-07
2.690000000000 2.700000000000 2.6202191093011e-07
2.700000000000 2.710000000000 2.6501862072256e-07
2.710000000000 2.720000000000 2.6809002903781e-07
2.720000000000 2.730000000000 2.7123565751249e-07
2.730000000000 2.740000000000 2.7445486406287e-07
2.740000000000 2.750000000000 2.7774690363929e-07
2.750000000000 2.760000000000 2.8111116207253e-07
2.760000000000 2.770000000000 2.8454656664695e-07
2.770000000000 2.780000000000 2.8805281579344e-07
2.780000000000 2.790000000000 2.9162875493995e-07
2.790000000000 2.800000000000 2.9527367514820e-07
2.800000000000 2.810000000000 2.9898661686615e-07
2.810000000000 2.820000000000 3.0276698384118e-07
2.820000000000 2.830000000000 3.0624045261215e-07
2.830000000000 2.840000000000 3.0976336142554e-07
2.840000000000 2.850000000000 3.1372592896996e-07
2.850000000000 2.860000000000 3.1775204601792e-07
2.860000000000 2.870000000000 3.2184054468340e-07
2.870000000000 2.880000000000 3.2599062033659e-07
2.880000000000 2.890000000000 3.3020148867525e-07
2.890000000000 2.900000000000 3.3447157176095e-07
2.900000000000 2.910000000000 3.3880020394072e-07
2.910000000000 2.920000000000 3.4318634675373e-07
2.920000000000 2.930000000000 3.4762859341340e-07
2.930000000000 2.940000000000 3.5212629083139e-07
2.940000000000 2.950000000000 3.5667818524113e-07
2.950000000000 2.960000000000 3.6128315716306e-07
2.960000000000 2.970000000000 3.6594002131847e-07
2.970000000000 2.980000000000 3.7064765774442e-07
2.980000000000 2.990000000000 3.7540505616151e-07
2.990000000000 3.0 3.8021118481997e-07
3.0 3.010000000000 3.8506468088437e-07
3.010000000000 3.020000000000 3.8996433786665e-07
3.020000000000 3.030000000000 3.9490928525337e-07
3.030000000000 3.040000000000 3.9989822343637e-07
3.040000000000 3.050000000000 4.0492993247596e-07
3.050000000000 3.060000000000 4.1000323310880e-07
3.060000000000 3.070000000000 4.1511725080233e-07
3.070000000000 3.080000000000 4.2027048042227e-07
3.080000000000 3.090000000000 4.2546208999742e-07
3.090000000000 3.100000000000 4.3069069469392e-07
3.100000000000 3.110000000000 4.3595524962485e-07
3.110000000000 3.120000000000 4.4125457895560e-07
3.120000000000 3.130000000000 4.4658748628728e-07
3.130000000000 3.140000000000 4.5195289643516e-07
3.140000000000 3.150000000000 4.5734965736690e-07
3.150000000000 3.160000000000 4.6277662490305e-07
3.160000000000 3.170000000000 4.6823252596466e-07
3.170000000000 3.180000000000 4.7371662598582e-07
3.180000000000 3.190000000000 4.7922735674311e-07
3.190000000000 3.200000000000 4.8476392052702e-07
3.200000000000 3.210000000000 4.8244782500505e-07
3.210000000000 3.220000000000 4.8011617605776e-07
3.220000000000 3.230000000000 4.8557539702884e-07
3.230000000000 3.240000000000 4.9105799225120e-07
3.240000000000 3.250000000000 4.9656253619935e-07
3.250000000000 3.260000000000 5.0208799824664e-07
3.260000000000 3.270000000000 5.0763344888748e-07
3.270000000000 3.280000000000 5.1319797241033e-07
3.280000000000 3.290000000000 5.1878038433478e-07
3.290000000000 3.300000000000 5.2437956498839e-07
3.300000000000 3.310000000000 5.2999496656603e-07
3.310000000000 3.320000000000 5.3562509335486e-07
3.320000000000 3.330000000000 5.4126936351370e-07
3.330000000000 3.340000000000 5.4692668899517e-07
3.340000000000 3.350000000000 5.5259611203974e-07
3.350000000000 3.360000000000 5.5827664017271e-07
3.360000000000 3.370000000000 5.6396713691299e-07
3.370000000000 3.380000000000 5.6966704295264e-07
3.380000000000 3.390000000000 5.7537555631027e-07
3.390000000000 3.400000000000 5.8109135133236e-07
3.400000000000 3.410000000000 5.8681376187679e-07
3.410000000000 3.420000000000 5.9254197070171e-07
3.420000000000 3.430000000000 5.9827499387884e-07
3.430000000000 3.440000000000 6.0401211682436e-07
3.440000000000 3.450000000000 6.0975228576201e-07
3.450000000000 3.460000000000 6.1549503749572e-07
3.460000000000 3.470000000000 6.2123929495803e-07
3.470000000000 3.480000000000 6.2698427934103e-07
3.480000000000 3.490000000000 6.3272921225402e-07
3.490000000000 3.500000000000 6.3847345046140e-07
3.500000000000 3.510000000000 6.4421602038821e-07
3.510000000000 3.520000000000 6.4995616677877e-07
3.520000000000 3.530000000000 6.5569350952728e-07
3.530000000000 3.540000000000 6.6142716886206e-07
3.540000000000 3.550000000000 6.6715588339714e-07
3.550000000000 3.560000000000 6.7287996749415e-07
3.560000000000 3.570000000000 6.7859787371403e-07
3.570000000000 3.580000000000 6.8430945447812e-07
3.580000000000 3.590000000000 6.9001377602246e-07
3.590000000000 3.600000000000 6.9571012432920e-07
3.600000000000 3.610000000000 7.0139811420283e-07
3.610000000000 3.620000000000 7.0707695411046e-07
3.620000000000 3.630000000000 7.1274610011752e-07
3.630000000000 3.640000000000 7.1840509763740e-07
3.640000000000 3.650000000000 7.2405300809756e-07
3.650000000000 3.660000000000 7.2968958632793e-07
3.660000000000 3.670000000000 7.3531414836872e-07
3.670000000000 3.680000000000 7.4092620502398e-07
3.680000000000 3.690000000000 7.4652512069650e-07
3.690000000000 3.700000000000 7.5211033893517e-07
3.700000000000 3.710000000000 7.5768135648923e-07
3.710000000000 3.720000000000 7.6323789715491e-07
3.720000000000 3.730000000000 7.6877917640797e-07
3.730000000000 3.740000000000 7.7430474092909e-07
3.740000000000 3.750000000000 7.7981436303110e-07
3.750000000000 3.760000000000 7.8530743186206e-07
3.760000000000 3.770000000000 7.9078357665180e-07
3.770000000000 3.780000000000 7.9624218410247e-07
3.780000000000 3.790000000000 8.0168320314915e-07
3.790000000000 3.800000000000 8.0710587385283e-07
3.800000000000 3.810000000000 8.1250991473971e-07
3.810000000000 3.820000000000 8.1789504605860e-07
3.820000000000 3.830000000000 8.2326050897598e-07
3.830000000000 3.840000000000 8.2860627193316e-07
3.840000000000 3.850000000000 8.3393181971125e-07
3.850000000000 3.860000000000 8.3923695483634e-07
3.860000000000 3.870000000000 8.4452148101209e-07
3.870000000000 3.880000000000 8.4978443980352e-07
3.880000000000 3.890000000000 8.5502618056779e-07
3.890000000000 3.900000000000 8.6024627624991e-07
3.900000000000 3.910000000000 8.6544415758671e-07
3.910000000000 3.920000000000 8.7061956134991e-07
3.920000000000 3.930000000000 8.7577245989978e-07
3.930000000000 3.940000000000 8.8090236689918e-07
3.940000000000 3.950000000000 8.8600916779596e-07
3.950000000000 3.960000000000 8.9109230855384e-07
3.960000000000 3.970000000000 8.9615191041375e-07
3.970000000000 3.980000000000 9.0118765065918e-07
3.980000000000 3.990000000000 9.0619904423444e-07
3.990000000000 4.0 9.1118637435236e-07
4.0 4.010000000000 9.1614916233022e-07
4.010000000000 4.020000000000 9.2108700786200e-07
4.020000000000 4.030000000000 9.2599973902122e-07
4.030000000000 4.040000000000 9.3088748968742e-07
4.040000000000 4.050000000000 9.2620271463087e-07
4.050000000000 4.060000000000 9.2154098997967e-07
4.060000000000 4.070000000000 9.2635360523481e-07
4.070000000000 4.080000000000 9.3114150013690e-07
4.080000000000 4.090000000000 9.3590427850806e-07
4.090000000000 4.100000000000 9.4064222475734e-07
4.100000000000 4.110000000000 9.4535449000855e-07
4.110000000000 4.120000000000 9.5004173125674e-07
4.120000000000 4.130000000000 9.5470340332251e-07
4.130000000000 4.140000000000 9.5933912402641e-07
4.140000000000 4.150000000000 9.6394908896267e-07
4.150000000000 4.160000000000 9.6853343404911e-07
4.160000000000 4.170000000000 9.7309147230335e-07
4.170000000000 4.180000000000 9.7762348462698e-07
4.180000000000 4.190000000000 9.8212915489429e-07
4.190000000000 4.200000000000 9.8660854674122e-07
4.200000000000 4.210000000000 9.9106149599398e-07
4.210000000000 4.220000000000 9.9548805108315e-07
4.220000000000 4.230000000000 9.9988798680231e-07
4.230000000000 4.240000000000 1.0042612061714e-06
4.240000000000 4.250000000000 1.0086077730074e-06
4.250000000000 4.260000000000 1.0129275215024e-06
4.260000000000 4.270000000000 1.0172204354492e-06
4.270000000000 4.280000000000 1.0214865058532e-06
4.280000000000 4.290000000000 1.0257256366751e-06
4.290000000000 4.300000000000 1.0299378876066e-06
4.300000000000 4.310000000000 1.0341231735786e-06
4.310000000000 4.320000000000 1.0382813306728e-06
4.320000000000 4.330000000000 1.0424124868723e-06
4.330000000000 4.340000000000 1.0465164892646e-06
4.340000000000 4.350000000000 1.0505934580733e-06
4.350000000000 4.360000000000 1.0546432405980e-06
4.360000000000 4.370000000000 1.0586660314812e-06
4.370000000000 4.380000000000 1.0626617422268e-06
4.380000000000 4.390000000000 1.0666302169379e-06
4.390000000000 4.400000000000 1.0705716525790e-06
4.400000000000 4.410000000000 1.0744859607116e-06
4.410000000000 4.420000000000 1.0783729823389e-06
4.420000000000 4.430000000000 1.0822329840682e-06
4.430000000000 4.440000000000 1.0860660927600e-06
4.440000000000 4.450000000000 1.0898721451658e-06
4.450000000000 4.460000000000 1.0936510560966e-06
4.460000000000 4.470000000000 1.0974029484782e-06
4.470000000000 4.480000000000 1.1011280849281e-06
4.480000000000 4.490000000000 1.1048261682051e-06
4.490000000000 4.500000000000 1.1084974533399e-06
4.500000000000 4.510000000000 1.1121416471168e-06
4.510000000000 4.520000000000 1.1157592897968e-06
4.520000000000 4.530000000000 1.1193498716496e-06
4.530000000000 4.540000000000 1.1229139973525e-06
4.540000000000 4.550000000000 1.1264513699232e-06
4.550000000000 4.560000000000 1.1299621802536e-06
4.560000000000 4.570000000000 1.1334464727617e-06
4.570000000000 4.580000000000 1.1369042946936e-06
4.580000000000 4.590000000000 1.1403355576911e-06
4.590000000000 4.600000000000 1.1437405850488e-06
4.600000000000 4.610000000000 1.1471191430180e-06
4.610000000000 4.620000000000 1.1504716942465e-06
4.620000000000 4.630000000000 1.1537978730761e-06
4.630000000000 4.640000000000 1.1570979933224e-06
4.640000000000 4.650000000000 1.1603723107869e-06
4.650000000000 4.660000000000 1.1636204538124e-06
4.660000000000 4.670000000000 1.1668428113541e-06
4.670000000000 4.680000000000 1.1700393570768e-06
4.680000000000 4.690000000000 1.1732102662449e-06
4.690000000000 4.700000000000 1.1763553785161e-06
4.700000000000 4.710000000000 1.1794751434802e-06
4.710000000000 4.720000000000 1.1825694646328e-06
4.720000000000 4.730000000000 1.1856385172217e-06
4.730000000000 4.740000000000 1.1886820719145e-06
4.740000000000 4.750000000000 1.1917005033782e-06
4.750000000000 4.760000000000 1.1946940519712e-06
4.760000000000 4.770000000000 1.1976622878482e-06
4.770000000000 4.780000000000 1.2006059842803e-06
4.780000000000 4.790000000000 1.2035248395936e-06
4.790000000000 4.800000000000 1.2064188282389e-06
4.800000000000 4.810000000000 1.2092881842821e-06
4.810000000000 4.820000000000 1.2121331404226e-06
4.820000000000 4.830000000000 1.2149536689929e-06
4.830000000000 4.840000000000 1.2177500038503e-06
4.840000000000 4.850000000000 1.2205219713134e-06
4.850000000000 4.860000000000 1.2232700793151e-06
4.860000000000 4.870000000000 1.2259941530586e-06
4.870000000000 4.880000000000 1.2286941572230e-06
4.880000000000 4.890000000000 1.2313705904198e-06
4.890000000000 4.900000000000 1.2340234153066e-06
4.900000000000 4.910000000000 1.2366524650154e-06
4.910000000000 4.920000000000 1.2392582262195e-06
4.920000000000 4.930000000000 1.2418405309990e-06
4.930000000000 4.940000000000 1.2443997369408e-06
4.940000000000 4.950000000000 1.2469360706757e-06
4.950000000000 4.960000000000 1.2494489628162e-06
4.960000000000 4.970000000000 1.2519391659590e-06
4.970000000000 4.980000000000 1.2544065048497e-06
4.980000000000 4.990000000000 1.2568514655777e-06
4.990000000000 5.0 1.2592736102374e-06
5.0 5.010000000000 1.2616734232345e-06
5.010000000000 5.020000000000 1.2640508642991e-06
5.020000000000 5.030000000000 1.2664061459052e-06
5.030000000000 5.040000000000 1.2687394873515e-06
5.040000000000 5.050000000000 1.2710505840329e-06
5.050000000000 5.060000000000 1.2733400416295e-06
5.060000000000 5.070000000000 1.2756076846209e-06
5.070000000000 5.080000000000 1.2778538588933e-06
5.080000000000 5.090000000000 1.2800783859002e-06
5.090000000000 5.100000000000 1.2822816097911e-06
5.100000000000 5.110000000000 1.2844634806612e-06
5.110000000000 5.120000000000 1.2866242116172e-06
5.120000000000 5.130000000000 1.2887640094228e-06
5.130000000000 5.140000000000 1.2908829563367e-06
5.140000000000 5.150000000000 1.2929808748471e-06
5.150000000000 5.160000000000 1.2950584829761e-06
5.160000000000 5.170000000000 1.2971152224554e-06
5.170000000000 5.180000000000 1.2991516808498e-06
5.180000000000 5.190000000000 1.3011678042181e-06
5.190000000000 5.200000000000 1.3031636738735e-06
5.200000000000 5.210000000000 1.3051394904832e-06
5.210000000000 5.220000000000 1.3070953289157e-06
5.220000000000 5.230000000000 1.3090312635840e-06
5.230000000000 5.240000000000 1.3109476247093e-06
5.240000000000 5.250000000000 1.3128443556271e-06
5.250000000000 5.260000000000 1.3147214047931e-06
5.260000000000 5.270000000000 1.3165793480723e-06
5.270000000000 5.280000000000 1.3184178793896e-06
5.280000000000 5.290000000000 1.3202373198115e-06
5.290000000000 5.300000000000 1.3220378700459e-06
5.300000000000 5.310000000000 1.3238193426628e-06
5.310000000000 5.320000000000 1.3255820585136e-06
5.320000000000 5.330000000000 1.3273262160758e-06
5.330000000000 5.340000000000 1.3290516272034e-06
5.340000000000 5.350000000000 1.3307588652472e-06
5.350000000000 5.360000000000 1.3324476183141e-06
5.360000000000 5.370000000000 1.3341180755160e-06
5.370000000000 5.380000000000 1.3357706814910e-06
5.380000000000 5.390000000000 1.3374052486982e-06
5.390000000000 5.400000000000 1.3390218416462e-06
5.400000000000 5.410000000000 1.3406208996196e-06
5.410000000000 5.420000000000 1.3422022344286e-06
5.420000000000 5.430000000000 1.3437660329869e-06
5.430000000000 5.440000000000 1.3453123597072e-06
5.440000000000 5.450000000000 1.3468415214017e-06
5.450000000000 5.460000000000 1.3483535808566e-06
5.460000000000 5.470000000000 1.3498485959355e-06
5.470000000000 5.480000000000 1.3513265054657e-06
5.480000000000 5.490000000000 1.3527876132598e-06
5.490000000000 5.500000000000 1.3542322283817e-06
5.500000000000 5.510000000000 1.3556599125668e-06
5.510000000000 5.520000000000 1.3570713402056e-06
5.520000000000 5.530000000000 1.3584662001065e-06
5.530000000000 5.540000000000 1.3598450368439e-06
5.540000000000 5.550000000000 1.3612075434502e-06
5.550000000000 5.560000000000 1.3625540181019e-06
5.560000000000 5.570000000000 1.3638845158633e-06
5.570000000000 5.580000000000 1.3651992110920e-06
5.580000000000 5.590000000000 1.3664982838252e-06
5.590000000000 5.600000000000 1.3677815421337e-06
5.600000000000 5.610000000000 1.3690494061089e-06
5.610000000000 5.620000000000 1.3703018024504e-06
5.620000000000 5.630000000000 1.3715390300267e-06
5.630000000000 5.640000000000 1.3727610169778e-06
5.640000000000 5.650000000000 1.3739679376219e-06
5.650000000000 5.660000000000 1.3751598404849e-06
5.660000000000 5.670000000000 1.3763368964874e-06
5.670000000000 5.680000000000 1.3774990370437e-06
5.680000000000 5.690000000000 1.3786466706140e-06
5.690000000000 5.700000000000 1.3797797274978e-06
5.700000000000 5.710000000000 1.3808982540462e-06
5.710000000000 5.720000000000 1.3820024224540e-06
5.720000000000 5.730000000000 1.3830925133768e-06
5.730000000000 5.740000000000 1.3841682207797e-06
5.740000000000 5.750000000000 1.3852299461964e-06
5.750000000000 5.760000000000 1.3862777376085e-06
5.760000000000 5.770000000000 1.3873117598297e-06
5.770000000000 5.780000000000 1.3883319388390e-06
5.780000000000 5.790000000000 1.3893384366550e-06
5.790000000000 5.800000000000 1.3903315373492e-06
5.800000000000 5.810000000000 1.3913109305440e-06
5.810000000000 5.820000000000 1.3922772490745e-06
5.820000000000 5.830000000000 1.3932306321875e-06
5.830000000000 5.840000000000 1.3941708062700e-06
5.840000000000 5.850000000000 1.3950991565318e-06
5.850000000000 5.860000000000 1.3960173633050e-06
5.860000000000 5.870000000000 1.3969300764001e-06
5.870000000000 5.880000000000 1.3978474327008e-06
5.880000000000 5.890000000000 1.3987922763097e-06
5.890000000000 5.900000000000 1.3998135450285e-06
5.900000000000 5.910000000000 1.4010093964419e-06
5.910000000000 5.920000000000 1.4025703036695e-06
